event_cause,veh_type,corridor,requires_road_closure,priority,hour_ist,day_of_week,incident_duration_min
vehicle_breakdown,bmtc_bus,Non-corridor,False,Low,3,Thursday,51.76279426666667
vehicle_breakdown,bmtc_bus,IRR(Thanisandra road),False,High,6,Thursday,18.787546516666666
vehicle_breakdown,private_car,CBD 1,False,High,7,Thursday,44.65402225
vehicle_breakdown,others,ORR East 1,False,High,8,Thursday,76.91394981666667
vehicle_breakdown,truck,Mysore Road,False,High,9,Thursday,17.55729665
others,unknown,Non-corridor,True,Low,10,Thursday,51.695509916666666
vehicle_breakdown,bmtc_bus,Hosur Road,False,High,11,Thursday,65.48031155
vehicle_breakdown,bmtc_bus,Non-corridor,False,Low,12,Thursday,66.91385481666667
vehicle_breakdown,lcv,ORR East 1,False,High,2,Friday,30.901282016666663
vehicle_breakdown,others,Old Madras Road,False,High,2,Friday,36.214431233333336
vehicle_breakdown,heavy_vehicle,Tumkur Road,False,High,3,Friday,49.94344546666667
pot_holes,unknown,Non-corridor,False,Low,3,Friday,19.20661473333333
tree_fall,unknown,Non-corridor,True,Low,3,Friday,59.84010705
vehicle_breakdown,bmtc_bus,Hosur Road,False,High,3,Friday,99.30421715
pot_holes,unknown,Non-corridor,False,Low,3,Friday,17.4932504
pot_holes,unknown,Non-corridor,False,Low,3,Friday,14.928576566666669
pot_holes,unknown,Non-corridor,False,Low,3,Friday,15.4770977
pot_holes,unknown,Non-corridor,False,Low,3,Friday,16.411283
pot_holes,unknown,Non-corridor,False,Low,3,Friday,16.9942509
pot_holes,unknown,Non-corridor,False,Low,3,Friday,18.3650141
pot_holes,unknown,Non-corridor,False,Low,3,Friday,14.3002825
pot_holes,unknown,Non-corridor,False,Low,3,Friday,12.506670883333332
pot_holes,unknown,Non-corridor,False,Low,3,Friday,13.0632383
pot_holes,unknown,Non-corridor,False,Low,3,Friday,9.87261625
vehicle_breakdown,heavy_vehicle,Tumkur Road,False,High,3,Friday,47.03375918333334
vehicle_breakdown,heavy_vehicle,Non-corridor,False,Low,6,Friday,129.54430614999998
vehicle_breakdown,bmtc_bus,Non-corridor,False,Low,6,Friday,30.303397416666662
vehicle_breakdown,private_car,ORR East 1,False,High,12,Friday,18.49158505
tree_fall,unknown,Non-corridor,True,Low,12,Friday,123.11069673333331
tree_fall,unknown,ORR North 1,False,High,12,Friday,27.822454966666665
vehicle_breakdown,bmtc_bus,Non-corridor,False,Low,12,Friday,29.09114751666667
tree_fall,unknown,Airport New South Road,False,High,12,Friday,55.80160463333333
vehicle_breakdown,bmtc_bus,ORR East 1,False,High,12,Friday,147.82595933333332
water_logging,unknown,ORR North 1,False,High,12,Friday,80.64387239999999
vehicle_breakdown,bmtc_bus,Old Airport Road,False,High,12,Friday,118.12879753333333
water_logging,unknown,Non-corridor,False,Low,12,Friday,831.3955135166667
water_logging,unknown,Non-corridor,False,Low,12,Friday,2397.0427186
vehicle_breakdown,bmtc_bus,Magadi Road,False,High,12,Friday,32.77034728333334
tree_fall,unknown,Mysore Road,True,High,12,Friday,185.27675816666667
others,unknown,ORR East 2,False,High,12,Friday,52.82519771666667
water_logging,unknown,Non-corridor,False,Low,12,Friday,33.98230143333333
tree_fall,unknown,Non-corridor,False,Low,12,Friday,62.6290118
water_logging,unknown,Mysore Road,False,High,12,Friday,841.5602696333333
water_logging,unknown,Non-corridor,False,Low,12,Friday,70.98094761666667
water_logging,unknown,Non-corridor,False,Low,13,Friday,846.7670525833333
vehicle_breakdown,others,Non-corridor,False,Low,14,Friday,108.5029804
water_logging,unknown,Non-corridor,False,Low,17,Friday,81.68219065
vehicle_breakdown,bmtc_bus,Non-corridor,False,Low,1,Saturday,23.377118366666664
construction,unknown,ORR East 2,False,High,1,Saturday,397.8982905833333
road_conditions,unknown,Mysore Road,True,High,0,Saturday,3223.2303516666666
accident,unknown,Tumkur Road,False,High,2,Saturday,62.21196405
vehicle_breakdown,private_bus,Hosur Road,False,High,2,Saturday,46.13815655
vehicle_breakdown,taxi,Bellary Road 1,False,High,3,Saturday,115.88590868333334
vehicle_breakdown,heavy_vehicle,Tumkur Road,False,High,3,Saturday,105.8915411
tree_fall,unknown,Non-corridor,False,Low,4,Saturday,40.36682893333333
tree_fall,unknown,Non-corridor,True,Low,4,Saturday,29.77319076666667
vehicle_breakdown,bmtc_bus,Bannerghata Road,False,High,4,Saturday,79.09793438333332
vehicle_breakdown,lcv,ORR West 1,False,High,5,Saturday,15.052173633333332
vehicle_breakdown,others,ORR East 2,False,High,7,Saturday,27.418236333333333
vehicle_breakdown,heavy_vehicle,ORR East 1,False,High,8,Saturday,30.649880516666663
vehicle_breakdown,private_bus,Non-corridor,True,Low,10,Saturday,50.121874866666666
vehicle_breakdown,others,Magadi Road,False,High,10,Saturday,60.88455116666667
vehicle_breakdown,bmtc_bus,Non-corridor,False,Low,10,Saturday,32.11716358333334
vehicle_breakdown,bmtc_bus,Old Madras Road,False,High,10,Saturday,18.52816173333333
others,unknown,Bellary Road 1,False,High,10,Saturday,1273.2366011333334
vehicle_breakdown,others,Non-corridor,False,Low,10,Saturday,40.62272716666666
vehicle_breakdown,private_bus,Hosur Road,False,High,10,Saturday,107.0100683
tree_fall,unknown,Non-corridor,True,Low,23,Saturday,107.3134921
vehicle_breakdown,heavy_vehicle,Non-corridor,False,Low,1,Sunday,6.343955466666667
vehicle_breakdown,private_bus,Mysore Road,False,High,1,Sunday,97.06916886666666
pot_holes,unknown,ORR West 1,False,High,2,Sunday,109.2543058
tree_fall,unknown,West of Chord Road,False,High,3,Sunday,3476.3552569333333
vehicle_breakdown,lcv,Non-corridor,False,Low,3,Sunday,19.155355633333333
vehicle_breakdown,private_bus,Hosur Road,False,High,7,Sunday,22.957331716666665
others,unknown,Bellary Road 1,False,High,7,Sunday,21.59410468333333
vehicle_breakdown,private_bus,Non-corridor,False,Low,7,Sunday,123.76114395
vehicle_breakdown,heavy_vehicle,Non-corridor,False,Low,7,Sunday,12.062376916666668
vehicle_breakdown,lcv,Non-corridor,False,Low,6,Sunday,110.94811855
vehicle_breakdown,ksrtc_bus,Bellary Road 1,False,High,8,Sunday,19.97699008333333
vehicle_breakdown,bmtc_bus,Tumkur Road,False,High,9,Sunday,86.64108061666667
vehicle_breakdown,heavy_vehicle,Non-corridor,False,Low,9,Sunday,4.059924333333333
others,unknown,Non-corridor,False,Low,11,Sunday,101.6763598
vehicle_breakdown,bmtc_bus,Old Airport Road,False,High,12,Sunday,122.7237518
vehicle_breakdown,bmtc_bus,Non-corridor,False,Low,12,Sunday,90.95861588333334
vehicle_breakdown,lcv,Bellary Road 1,False,High,0,Monday,24.24073986666667
vehicle_breakdown,others,ORR North 2,False,High,2,Monday,41.59923455
vehicle_breakdown,heavy_vehicle,Mysore Road,False,High,3,Monday,18.0877439
others,unknown,IRR(Thanisandra road),False,High,7,Monday,65.08393731666666
construction,unknown,Non-corridor,False,Low,7,Monday,2963.87893805
vehicle_breakdown,bmtc_bus,Non-corridor,False,Low,8,Monday,131.94412271666667
others,unknown,Tumkur Road,False,High,10,Monday,92.57581136666666
accident,unknown,Bellary Road 2,False,High,14,Monday,111.00052843333332
vehicle_breakdown,heavy_vehicle,ORR North 2,False,High,23,Monday,75.40505538333333
vehicle_breakdown,lcv,Non-corridor,False,Low,0,Tuesday,68.49113005
others,unknown,Bellary Road 1,False,High,23,Monday,2439.674774333333
others,unknown,Non-corridor,False,Low,2,Tuesday,235.79430155
vehicle_breakdown,lcv,ORR East 1,False,High,1,Tuesday,145.02591746666667
vehicle_breakdown,bmtc_bus,Old Airport Road,True,High,5,Tuesday,14.23674055
vehicle_breakdown,truck,ORR North 1,False,High,7,Tuesday,37.87514003333333
vehicle_breakdown,others,Bellary Road 1,False,High,10,Tuesday,136.31685245
others,unknown,ORR North 2,False,High,10,Tuesday,30.405308533333333
water_logging,unknown,Bannerghata Road,False,High,11,Tuesday,2414.280303016667
vehicle_breakdown,bmtc_bus,Mysore Road,False,High,11,Tuesday,40.551200216666665
vehicle_breakdown,others,Bellary Road 1,False,High,12,Tuesday,79.2974488
vehicle_breakdown,heavy_vehicle,Mysore Road,False,High,13,Tuesday,35.1868439
vehicle_breakdown,private_car,Mysore Road,False,High,14,Tuesday,70.84477651666666
vehicle_breakdown,truck,Mysore Road,False,High,0,Wednesday,38.20066928333333
others,unknown,Bellary Road 2,False,High,2,Wednesday,241.04827926666667
vehicle_breakdown,others,Varthur Road,False,High,1,Wednesday,46.857148433333336
vehicle_breakdown,heavy_vehicle,Non-corridor,False,Low,1,Wednesday,64.38512095
tree_fall,unknown,Tumkur Road,False,High,2,Wednesday,625.2399286
vehicle_breakdown,private_car,Bellary Road 1,False,High,4,Wednesday,15.27002655
vehicle_breakdown,bmtc_bus,Tumkur Road,False,High,7,Wednesday,59.305708083333336
vehicle_breakdown,lcv,ORR East 1,False,High,8,Wednesday,110.08692461666666
vehicle_breakdown,heavy_vehicle,Mysore Road,False,High,9,Wednesday,115.65848086666666
vehicle_breakdown,heavy_vehicle,Mysore Road,False,High,10,Wednesday,41.90043643333333
others,unknown,Non-corridor,False,Low,10,Wednesday,48.774039916666666
vehicle_breakdown,private_car,Non-corridor,False,Low,10,Wednesday,61.62912321666667
vehicle_breakdown,private_car,Tumkur Road,False,High,12,Wednesday,36.63884388333334
water_logging,unknown,Bellary Road 1,False,High,12,Wednesday,166.96345176666668
water_logging,unknown,Non-corridor,False,Low,12,Wednesday,200.69236025
tree_fall,unknown,ORR North 1,True,High,12,Wednesday,91.21919121666666
tree_fall,unknown,Non-corridor,True,Low,12,Wednesday,925.7372646833334
water_logging,unknown,Non-corridor,False,Low,12,Wednesday,1006.1655060333334
tree_fall,unknown,ORR North 1,True,High,12,Wednesday,1460.2014964666666
water_logging,unknown,Bellary Road 1,False,High,12,Wednesday,47.0575782
water_logging,unknown,Tumkur Road,False,High,12,Wednesday,290.6539000166667
others,unknown,Non-corridor,False,Low,12,Wednesday,995.1403278833332
water_logging,unknown,Mysore Road,False,High,12,Wednesday,41.50739275
tree_fall,unknown,Non-corridor,True,Low,12,Wednesday,910.6879625166667
water_logging,unknown,Bellary Road 2,False,High,13,Wednesday,2770.8328553166666
water_logging,unknown,Non-corridor,False,Low,13,Wednesday,30.881768916666665
tree_fall,unknown,Non-corridor,False,Low,13,Wednesday,18.83196996666667
water_logging,unknown,Tumkur Road,False,High,13,Wednesday,22.479101616666664
vehicle_breakdown,lcv,Tumkur Road,False,High,14,Wednesday,27.599997716666667
tree_fall,unknown,West of Chord Road,False,High,14,Wednesday,33.88522995
vehicle_breakdown,private_car,Tumkur Road,False,High,14,Wednesday,14.710999483333334
vehicle_breakdown,private_bus,West of Chord Road,False,High,15,Wednesday,40.58120198333334
tree_fall,unknown,Non-corridor,True,Low,15,Wednesday,32.49691728333333
vehicle_breakdown,heavy_vehicle,Bellary Road 2,False,High,0,Thursday,20.8340875
others,unknown,West of Chord Road,False,High,0,Thursday,72.12592303333332
construction,unknown,Non-corridor,False,Low,2,Thursday,46.82045858333333
others,unknown,Non-corridor,False,Low,2,Thursday,63.64818135
vehicle_breakdown,bmtc_bus,Mysore Road,False,High,2,Thursday,48.24166831666666
vehicle_breakdown,bmtc_bus,Non-corridor,False,Low,3,Thursday,25.40089808333333
tree_fall,unknown,Non-corridor,True,Low,3,Thursday,90.36818116666667
others,unknown,Bellary Road 1,False,High,3,Thursday,72.40414826666667
vehicle_breakdown,heavy_vehicle,Non-corridor,False,Low,3,Thursday,86.31497898333333
vehicle_breakdown,bmtc_bus,Bannerghata Road,False,High,3,Thursday,122.30917251666666
tree_fall,unknown,Non-corridor,False,Low,3,Thursday,1470.0430083666663
tree_fall,unknown,Non-corridor,False,Low,3,Thursday,1440.6003920833332
tree_fall,unknown,Non-corridor,False,Low,3,Thursday,2916.2087200166666
vehicle_breakdown,bmtc_bus,Bellary Road 1,False,High,7,Tuesday,95.4360007
tree_fall,unknown,Non-corridor,False,Low,4,Thursday,1411.9529853499998
pot_holes,unknown,ORR East 1,False,High,7,Thursday,1197.5816577
vehicle_breakdown,others,Non-corridor,False,Low,10,Thursday,30.141555516666664
vehicle_breakdown,truck,Non-corridor,False,Low,10,Thursday,39.16560811666667
pot_holes,unknown,Non-corridor,True,Low,11,Thursday,226.26411701666663
vehicle_breakdown,bmtc_bus,Tumkur Road,False,High,11,Thursday,112.07015633333334
vehicle_breakdown,bmtc_bus,ORR North 2,False,High,12,Thursday,123.6661835
pot_holes,unknown,Tumkur Road,False,High,5,Friday,1924.8340301833332
vehicle_breakdown,truck,Non-corridor,False,Low,7,Friday,24.55831028333333
vehicle_breakdown,private_car,Mysore Road,False,High,7,Friday,76.01981826666666
vehicle_breakdown,heavy_vehicle,Non-corridor,False,Low,10,Friday,27.298359316666662
vehicle_breakdown,bmtc_bus,Non-corridor,False,Low,10,Friday,19.6133014
vehicle_breakdown,bmtc_bus,Magadi Road,False,High,12,Friday,65.73336365
water_logging,unknown,Hosur Road,False,High,13,Friday,142.49620595
water_logging,unknown,Hosur Road,False,High,13,Friday,142.60774456666667
tree_fall,unknown,Non-corridor,True,Low,13,Friday,16.979280016666667
water_logging,unknown,Non-corridor,False,Low,13,Friday,40.03074528333333
tree_fall,unknown,ORR West 1,False,High,13,Friday,72.61775473333334
tree_fall,unknown,Non-corridor,True,Low,14,Friday,96.0607281
tree_fall,unknown,Non-corridor,False,Low,13,Friday,1393.53298145
water_logging,unknown,Hosur Road,False,High,14,Friday,49.00152443333333
water_logging,unknown,ORR West 1,False,High,14,Friday,1373.5644947333335
tree_fall,unknown,Non-corridor,True,Low,14,Friday,548.7531228
tree_fall,unknown,Non-corridor,False,Low,15,Friday,1320.4380149333333
tree_fall,unknown,Non-corridor,True,Low,16,Friday,536.49335105
vehicle_breakdown,ksrtc_bus,Bellary Road 1,False,High,23,Friday,48.2565839
vehicle_breakdown,lcv,Non-corridor,False,Low,2,Saturday,45.58134771666666
tree_fall,unknown,West of Chord Road,False,High,3,Saturday,155.89571066666667
vehicle_breakdown,others,Mysore Road,False,High,6,Saturday,26.13505413333333
tree_fall,unknown,Non-corridor,False,Low,15,Friday,952.3543390833332
vehicle_breakdown,ksrtc_bus,Old Madras Road,False,High,7,Saturday,35.63385138333333
vehicle_breakdown,heavy_vehicle,Tumkur Road,False,High,8,Saturday,14.8788692
others,unknown,Non-corridor,False,Low,9,Saturday,2533.2403664333333
vehicle_breakdown,bmtc_bus,Non-corridor,False,Low,10,Saturday,48.53696371666667
vehicle_breakdown,lcv,Mysore Road,False,High,10,Saturday,58.50245235
water_logging,unknown,Non-corridor,False,Low,12,Saturday,4277.100367116666
water_logging,unknown,Non-corridor,False,Low,11,Saturday,2869.6824818166665
water_logging,unknown,ORR North 2,False,High,12,Saturday,106.64748336666666
water_logging,unknown,Mysore Road,True,High,12,Saturday,34.89283663333333
water_logging,unknown,Non-corridor,False,Low,12,Saturday,948.7411337666668
water_logging,unknown,Non-corridor,False,Low,12,Saturday,63.20659305
water_logging,unknown,Mysore Road,True,High,12,Saturday,214.5883546833333
water_logging,unknown,Bellary Road 1,False,High,12,Saturday,160.49394478333335
water_logging,unknown,Mysore Road,False,High,12,Saturday,2454.942666616667
water_logging,unknown,Mysore Road,True,High,12,Saturday,102.53868266666667
water_logging,unknown,Non-corridor,False,Low,12,Saturday,1437.0530988
water_logging,unknown,ORR North 1,False,High,12,Saturday,46.07936715
water_logging,unknown,Mysore Road,True,High,12,Saturday,32.478422933333334
others,unknown,Non-corridor,True,Low,12,Saturday,56.71689196666667
water_logging,unknown,Non-corridor,False,Low,12,Saturday,130.15376253333335
tree_fall,unknown,Tumkur Road,False,High,12,Saturday,1153.7935038666667
water_logging,unknown,Tumkur Road,False,High,12,Saturday,1416.37773795
water_logging,unknown,Mysore Road,False,High,12,Saturday,14.584563283333331
water_logging,unknown,Varthur Road,False,High,12,Saturday,35.91581583333333
others,unknown,Non-corridor,True,Low,13,Saturday,1403.7603150166665
tree_fall,unknown,Non-corridor,True,Low,13,Saturday,77.13955258333334
vehicle_breakdown,lcv,Tumkur Road,False,High,13,Saturday,16.6484411
vehicle_breakdown,others,Old Madras Road,False,High,0,Sunday,35.37574233333333
vehicle_breakdown,others,Old Madras Road,False,High,1,Sunday,21.099181166666664
tree_fall,unknown,Old Madras Road,False,High,0,Sunday,54.21143968333333
others,unknown,Old Madras Road,False,High,0,Sunday,623.1539982833333
tree_fall,unknown,Non-corridor,True,Low,1,Sunday,38.38311856666667
vehicle_breakdown,bmtc_bus,Non-corridor,False,Low,2,Sunday,48.38570516666667
water_logging,unknown,Non-corridor,False,Low,3,Sunday,100.9754557
tree_fall,unknown,Bannerghata Road,True,High,4,Sunday,30.045177533333334
vehicle_breakdown,heavy_vehicle,Non-corridor,False,Low,5,Sunday,13.937764283333332
vehicle_breakdown,lcv,Non-corridor,False,Low,6,Sunday,21.3044091
others,unknown,Mysore Road,True,High,6,Sunday,306.1306395666667
vehicle_breakdown,private_car,Bellary Road 1,False,High,6,Sunday,62.002885516666666
vehicle_breakdown,heavy_vehicle,Non-corridor,False,Low,7,Sunday,16.351039883333335
vehicle_breakdown,heavy_vehicle,Tumkur Road,False,High,8,Sunday,100.47900773333336
vehicle_breakdown,others,CBD 2,False,High,8,Sunday,6.410764866666667
vehicle_breakdown,bmtc_bus,Non-corridor,False,Low,8,Sunday,149.70177753333334
vehicle_breakdown,heavy_vehicle,Non-corridor,False,Low,9,Sunday,42.76717533333333
vehicle_breakdown,private_car,Non-corridor,False,Low,9,Sunday,82.94842686666667
vehicle_breakdown,bmtc_bus,Tumkur Road,False,High,10,Sunday,117.5478197
vehicle_breakdown,heavy_vehicle,Magadi Road,False,High,10,Sunday,82.63382763333334
vehicle_breakdown,heavy_vehicle,Tumkur Road,False,High,11,Sunday,9.90734335
accident,unknown,Tumkur Road,False,High,10,Sunday,26.873762566666667
vehicle_breakdown,bmtc_bus,IRR(Thanisandra road),False,High,10,Sunday,60.60606776666667
pot_holes,unknown,Non-corridor,False,Low,11,Sunday,103.51557583333332
tree_fall,unknown,Non-corridor,True,Low,11,Sunday,53.07258183333333
vehicle_breakdown,ksrtc_bus,Bellary Road 1,False,High,12,Sunday,116.56037328333332
water_logging,unknown,Magadi Road,False,High,11,Sunday,256.12679966666667
tree_fall,unknown,Bellary Road 1,False,High,11,Sunday,1266.6776086833331
water_logging,unknown,Bellary Road 1,False,High,11,Sunday,2756.454794866667
vehicle_breakdown,bmtc_bus,ORR West 1,False,High,13,Sunday,42.17753376666667
vehicle_breakdown,heavy_vehicle,ORR North 2,False,High,15,Sunday,59.8490193
procession,unknown,Non-corridor,False,Low,2,Monday,91.63820131666668
others,unknown,Non-corridor,False,Low,13,Monday,25.01378635
vehicle_breakdown,private_car,Old Madras Road,False,High,8,Monday,26.570824366666667
vehicle_breakdown,bmtc_bus,Bellary Road 1,False,High,8,Monday,51.01353958333333
water_logging,unknown,Non-corridor,False,Low,13,Monday,34.769885716666664
vehicle_breakdown,heavy_vehicle,Tumkur Road,False,High,16,Monday,35.686632450000005
vehicle_breakdown,heavy_vehicle,Non-corridor,False,Low,3,Sunday,37.67183235
construction,unknown,Airport New South Road,False,High,0,Tuesday,364.60111866666665
vehicle_breakdown,truck,Bellary Road 2,False,High,12,Saturday,133.6017457
vehicle_breakdown,truck,Non-corridor,False,Low,11,Tuesday,58.11503883333333
vehicle_breakdown,lcv,Non-corridor,False,Low,12,Tuesday,86.67813828333333
construction,unknown,Non-corridor,False,Low,13,Tuesday,1080.753416816667
vehicle_breakdown,bmtc_bus,Non-corridor,False,Low,4,Saturday,133.06417406666665
procession,unknown,Non-corridor,True,Low,14,Monday,38.40874121666666
accident,unknown,Non-corridor,False,Low,4,Tuesday,43.29526675
accident,unknown,Non-corridor,False,Low,6,Thursday,77.25445518333332
accident,unknown,Non-corridor,False,Low,6,Thursday,57.72944888333333
vehicle_breakdown,bmtc_bus,ORR West 1,False,High,2,Wednesday,26.65322595
vehicle_breakdown,bmtc_bus,ORR North 1,False,High,3,Wednesday,34.82160695
vehicle_breakdown,lcv,Non-corridor,False,Low,4,Wednesday,23.468869533333336
vehicle_breakdown,heavy_vehicle,ORR North 2,False,High,6,Wednesday,73.26354786666667
vehicle_breakdown,private_car,Non-corridor,False,Low,14,Thursday,76.8051597
vehicle_breakdown,bmtc_bus,Non-corridor,False,Low,2,Thursday,103.6454872
vehicle_breakdown,bmtc_bus,Non-corridor,False,Low,4,Thursday,12.0260546
vehicle_breakdown,lcv,Non-corridor,False,Low,23,Thursday,58.99964246666666
vehicle_breakdown,others,Non-corridor,False,Low,2,Friday,70.21878856666667
vehicle_breakdown,bmtc_bus,Non-corridor,False,Low,14,Wednesday,75.99562091666667
vehicle_breakdown,heavy_vehicle,Bellary Road 1,False,High,1,Thursday,119.66875773333332
vehicle_breakdown,lcv,ORR North 1,False,High,3,Thursday,52.80341505
vehicle_breakdown,heavy_vehicle,Non-corridor,False,Low,6,Friday,120.12128181666668
vehicle_breakdown,heavy_vehicle,ORR North 1,False,High,6,Thursday,19.14146123333333
vehicle_breakdown,bmtc_bus,Mysore Road,False,High,9,Thursday,7.899234916666667
road_conditions,unknown,Non-corridor,False,Low,10,Thursday,2592.6318681333337
vehicle_breakdown,heavy_vehicle,ORR East 1,False,High,1,Saturday,33.951876483333336
vehicle_breakdown,bmtc_bus,Non-corridor,False,Low,3,Friday,45.277387833333336
vehicle_breakdown,private_bus,Non-corridor,False,Low,1,Saturday,87.5886433
vehicle_breakdown,bmtc_bus,Non-corridor,False,Low,2,Friday,147.50678613333332
vehicle_breakdown,bmtc_bus,ORR East 1,False,High,4,Friday,79.75770394999999
vehicle_breakdown,lcv,Non-corridor,False,Low,9,Friday,15.0543215
vehicle_breakdown,ksrtc_bus,Tumkur Road,False,High,9,Friday,71.66411911666667
vehicle_breakdown,bmtc_bus,Magadi Road,False,High,11,Saturday,23.92499288333333
construction,unknown,Non-corridor,True,Low,4,Saturday,212.49775946666665
vehicle_breakdown,others,Non-corridor,False,Low,3,Sunday,22.6700687
others,unknown,Bellary Road 1,False,High,12,Saturday,1019.0574604
vehicle_breakdown,heavy_vehicle,Hennur Main Road,True,High,5,Sunday,31.50097945
vehicle_breakdown,lcv,ORR East 2,False,High,7,Sunday,31.0078949
vehicle_breakdown,lcv,Bellary Road 1,False,High,5,Sunday,14.120967933333333
vehicle_breakdown,heavy_vehicle,Non-corridor,False,Low,7,Sunday,37.96253371666667
others,unknown,Bellary Road 1,False,High,10,Sunday,15.16647845
others,unknown,Non-corridor,False,Low,15,Sunday,43.93024606666667
others,unknown,Non-corridor,False,Low,12,Sunday,36.25226046666667
vehicle_breakdown,bmtc_bus,Magadi Road,False,High,12,Sunday,17.286109166666666
vehicle_breakdown,truck,Non-corridor,False,Low,13,Sunday,81.40570293333333
vehicle_breakdown,bmtc_bus,Magadi Road,False,High,12,Saturday,32.2544127
vehicle_breakdown,private_car,Bellary Road 1,False,High,12,Saturday,27.512111066666662
construction,unknown,Non-corridor,False,Low,5,Monday,422.84670481666666
vehicle_breakdown,others,Non-corridor,True,Low,9,Monday,79.95452736666667
vehicle_breakdown,heavy_vehicle,ORR North 2,True,High,18,Saturday,47.18853848333333
vehicle_breakdown,bmtc_bus,ORR North 2,False,High,1,Wednesday,119.49004745
vehicle_breakdown,private_bus,Bellary Road 1,False,High,2,Sunday,84.78185871666666
vehicle_breakdown,lcv,Non-corridor,False,Low,5,Sunday,104.65397676666666
vehicle_breakdown,lcv,Hosur Road,False,High,6,Sunday,40.8658856
vehicle_breakdown,lcv,Non-corridor,False,Low,3,Wednesday,117.5667829
vehicle_breakdown,heavy_vehicle,Bellary Road 2,False,High,10,Sunday,61.77776111666667
vehicle_breakdown,ksrtc_bus,Non-corridor,False,Low,11,Sunday,17.657173883333332
road_conditions,unknown,Bellary Road 1,False,High,8,Wednesday,1080.0639682
others,unknown,Non-corridor,False,Low,10,Wednesday,34.33242193333333
vehicle_breakdown,bmtc_bus,Bellary Road 1,False,High,10,Monday,66.08000601666667
construction,unknown,Non-corridor,False,Low,2,Sunday,2088.7512201166664
road_conditions,unknown,Airport New South Road,False,High,0,Tuesday,413.53389055
vehicle_breakdown,lcv,Non-corridor,True,Low,14,Monday,29.33008175
accident,unknown,Bellary Road 1,False,High,2,Tuesday,77.10802596666667
pot_holes,unknown,ORR East 1,False,High,2,Tuesday,4312.2463811
vehicle_breakdown,bmtc_bus,Bellary Road 1,False,High,7,Monday,36.41474506666667
vehicle_breakdown,truck,Tumkur Road,False,High,1,Tuesday,84.17469084999999
vehicle_breakdown,lcv,Non-corridor,False,Low,8,Monday,68.62886456666666
accident,unknown,Non-corridor,False,Low,10,Tuesday,36.671183766666665
vehicle_breakdown,others,Varthur Road,False,High,7,Thursday,7.910359416666666
vehicle_breakdown,bmtc_bus,Non-corridor,True,Low,1,Tuesday,43.90709898333333
vehicle_breakdown,bmtc_bus,ORR West 1,False,High,10,Thursday,96.0197339
vehicle_breakdown,bmtc_bus,Mysore Road,False,High,11,Thursday,112.81719833333334
vehicle_breakdown,heavy_vehicle,Magadi Road,False,High,5,Tuesday,8.331595366666667
vehicle_breakdown,bmtc_bus,Hosur Road,False,High,12,Thursday,76.14695535000001
protest,unknown,Non-corridor,False,Low,4,Wednesday,18.243379033333333
vehicle_breakdown,heavy_vehicle,Magadi Road,False,High,5,Wednesday,34.93821658333333
others,unknown,Bellary Road 1,True,High,7,Tuesday,75.32430751666668
vehicle_breakdown,heavy_vehicle,Non-corridor,False,Low,9,Wednesday,13.8765319
vehicle_breakdown,bmtc_bus,ORR East 1,False,High,1,Friday,13.849933383333331
road_conditions,unknown,Airport New South Road,True,High,10,Wednesday,875.3519315
vehicle_breakdown,bmtc_bus,Non-corridor,False,Low,11,Tuesday,55.27947091666667
vehicle_breakdown,bmtc_bus,Non-corridor,False,Low,12,Tuesday,61.12860748333333
vehicle_breakdown,others,Non-corridor,False,Low,3,Thursday,98.90068815
tree_fall,unknown,Non-corridor,False,Low,12,Tuesday,90.51336833333332
vehicle_breakdown,lcv,Magadi Road,False,High,14,Tuesday,49.2026263
accident,unknown,Non-corridor,False,Low,8,Friday,107.37691118333332
vehicle_breakdown,bmtc_bus,ORR East 1,False,High,11,Thursday,89.75760016666666
vehicle_breakdown,heavy_vehicle,Non-corridor,False,Low,8,Friday,57.23335346666667
vehicle_breakdown,heavy_vehicle,Non-corridor,False,Low,2,Friday,86.91129488333333
vehicle_breakdown,others,Non-corridor,True,Low,11,Friday,91.56274088333332
vehicle_breakdown,lcv,ORR North 2,False,High,1,Friday,70.69381796666667
others,unknown,Non-corridor,False,Low,2,Friday,44.664516866666666
others,unknown,ORR North 2,False,High,14,Friday,112.90304878333332
vehicle_breakdown,bmtc_bus,Bellary Road 1,False,High,6,Friday,33.71249048333333
vehicle_breakdown,bmtc_bus,Bellary Road 1,False,High,0,Saturday,52.97608373333333
vehicle_breakdown,bmtc_bus,Non-corridor,False,Low,1,Saturday,39.61189256666667
vehicle_breakdown,bmtc_bus,Non-corridor,False,Low,2,Saturday,32.548574
others,unknown,Bellary Road 1,False,High,3,Saturday,452.1203694833333
others,unknown,ORR North 2,False,High,2,Saturday,142.48538508333334
vehicle_breakdown,heavy_vehicle,Non-corridor,False,Low,6,Saturday,14.0151522
others,unknown,ORR North 2,False,High,8,Saturday,205.8966446
vehicle_breakdown,ksrtc_bus,Bellary Road 1,False,High,10,Saturday,94.6911131
accident,unknown,Non-corridor,False,Low,14,Saturday,26.38407085
vehicle_breakdown,bmtc_bus,Non-corridor,False,Low,11,Wednesday,38.4014269
vehicle_breakdown,bmtc_bus,ORR East 2,False,High,1,Sunday,72.49902041666665
vehicle_breakdown,private_car,Bellary Road 1,False,High,3,Sunday,40.69936873333334
